Name,Height,Reach,Stance,DOB,ID
Jason McLean,"5' 5""",--,,--,8336d7a85ce45481
Garreth McLellan,"6' 1""","72""",Southpaw,"Sep 01, 1982",f215cfbd4ba3c270
Sara McMann,"5' 6""","66""",Orthodox,"Sep 24, 1980",7be74a12d7352df2
James McSweeney,"6' 4""","77""",Switch,"Oct 24, 1980",cac08b8685387ca5
Charles McTorry,--,--,,--,acd8a53f7c0ce85e
Daniel McWilliams,"6' 1""",--,,--,7b03d9df5910917d
Tim Means,"6' 2""","75""",Orthodox,"Feb 20, 1984",4b47e71384a9522f
Yancy Medeiros,"5' 10""","75""",Orthodox,"Sep 07, 1987",813550bc53b15fb0
Anistavio Medeiros,"5' 6""",--,Orthodox,"May 01, 1988",2937cb502dda0808
Kaline Medeiros,"5' 3""",--,,--,263af068bd986548
Marquel Mederos,--,--,,"Nov 30, 1996",e2be0c1a9b886d92
Uros Medic,"6' 1""","71""",Southpaw,"Apr 25, 1993",681399317dbf4701
Todd Medina,"5' 10""",--,Southpaw,--,b60391da771deefe
Jason Medina,"5' 9""",--,,--,f53fb9d9e57cc38e
Jose Medina,--,--,,--,baa9be02c3e3e038
Emil Meek,"5' 11""","74""",Switch,"Aug 20, 1988",103b06d8707895a9
Sanford Alton Meeks,"6' 5""","75""",Orthodox,"Apr 05, 1994",27c59ac201539d10
Gerald Meerschaert,"6' 1""","77""",Southpaw,"Dec 18, 1987",6ac9bc2953c47345
Frank Megallon,"5' 10""",--,Southpaw,--,c0a93b52096b7682
Derrick Mehmen,"6' 4""",--,,"May 30, 1985",6c7dafd03b6cc3f8
Miika Mehmet,--,--,Orthodox,--,41dca66f9dadfc86
Jordan Mein,"6' 0""","73""",Orthodox,"Oct 10, 1989",2aa49b3766a59bcd
Bryce Mejia,"6' 1""",--,,--,6eae26c44e505775
Brian Melancon,"5' 8""",--,Orthodox,"May 28, 1982",eee7dafac7d672b5
Brandon Melendez,"5' 11""",--,Southpaw,"Mar 24, 1983",2b06b6ad5db63348
Gilbert Melendez,"5' 9""","73""",Orthodox,"Apr 12, 1982",aa5b4eff51bdc7d1
Nair Melikyan,"5' 6""",--,,"Aug 08, 1997",64b8561624d3b15e
Marcelo Mello,"5' 7""",--,Southpaw,--,672ef06fd9f41f7d
Fabio Mello,"5' 5""",--,Southpaw,--,8a028648f3f0761d
Vanessa Melo,"5' 5""","65""",Orthodox,"Mar 27, 1988",9b7dfb3b7d99926a
Antonio Mendes,"6' 3""","77""",Southpaw,"Apr 19, 1981",3795fca327cbcf23
Chad Mendes,"5' 6""","66""",Orthodox,"May 01, 1985",b5b684eac99ae0a3
Augusto Mendes,"5' 6""","65""",Orthodox,"Mar 03, 1983",3d5b1ce6097dbb49
Eddie Mendez,"5' 10""",--,,"Jan 16, 1984",49e49b54e5901d0d
Mateus Mendonca,"5' 6""","71""",Orthodox,"Jan 17, 1999",48812daf291a4e23
Luis Mendoza,--,--,,--,28200bc87367614f
Pietro Menga,"5' 7""","68""",Southpaw,"Feb 15, 1988",869d68b5383131fd
Alonzo Menifield,"6' 0""","76""",Orthodox,"Oct 18, 1987",a495f599e787614f
Ivan Menjivar,"5' 6""","64""",Orthodox,"May 30, 1982",5755960ebd0b16f6
Dave Menne,"5' 10""",--,Orthodox,"Jul 29, 1974",275cafc9de131c83
Steve Mensing,"5' 11""",--,Orthodox,"Dec 06, 1977",3bc27ec15facbcf3
Buck Meredith,"6' 2""",--,,"May 17, 1982",36120738148f203f
Adam Meredith,"6' 2""",--,,--,c1135a6892e916db
Nick Meregali,--,--,,--,2f6dc878d653c442
Joe Merritt,"6' 0""",--,Orthodox,"Mar 07, 1984",e82d5f54daa85a7e
Jeremiah Metcalf,"6' 1""",--,Orthodox,--,5bdcbd8dd681a257
Jonathan Meunier,"6' 3""",--,Switch,"Aug 04, 1987",5823ceab56741617
Yaotzin Meza,"5' 9""","71""",Orthodox,"Feb 04, 1981",3623bd267a2eef2e
Guy Mezger,"6' 1""",--,Orthodox,"Jan 01, 1968",946f341df6472ee0
Brandon Michaels,"5' 9""",--,,--,f5e4ce11afbdfb61
Andreas Michailidis,"6' 0""","76""",Orthodox,"Jul 18, 1988",79325a3c1a5c3bf4
David Michaud,"5' 9""",--,Orthodox,"Nov 10, 1988",49f4b511932f71e9
Chris Mickle,"5' 9""",--,Orthodox,"Jul 10, 1983",f903967fd320da38
Zachary Micklewright,"6' 0""","74""",Southpaw,"Aug 21, 1976",a36a14985a57a1c6
Kristof Midoux,"6' 1""",--,Orthodox,"Jul 30, 1974",5b5b9c6f6f270369
Keith Mielke,"5' 8""",--,,--,f62850b3c7480db9
Chris Mierzwiak,"6' 1""",--,,"Feb 14, 1988",2b284840ca89876a
Gabriel Miglioli,"5' 8""",--,,--,a6fa5dd90528e9f7
Bojan Mihajlovic,"5' 11""","73""",Orthodox,"Mar 30, 1980",d6285cba1d1052e0
Billy Miles,"5' 10""",--,Orthodox,"Apr 28, 1978",3c48019bc387b80c
Pat Miletich,"5' 10""",--,Orthodox,"Mar 09, 1968",cedfdf8d423d500c
Curtis Millender,"6' 2""","76""",Orthodox,"Dec 01, 1987",f1928a52590c5532
Phillip Miller,"5' 11""",--,Orthodox,"Feb 20, 1979",18aecaf50f52e4c3
Jason Miller,"6' 1""",--,Orthodox,"Dec 24, 1980",b2f88c04c4dd43ce
Dan Miller,"6' 1""","74""",Orthodox,"Jun 30, 1981",d0c29452d3272603
Jim Miller,"5' 8""","71""",Southpaw,"Aug 30, 1983",d1941565abf50b16
Cole Miller,"6' 1""","73""",Orthodox,"Apr 26, 1984",282fa667ff9c51ed
Henry Miller,"5' 7""",--,Southpaw,"Jul 16, 1969",45a2ba3ef82b9700
Micah Miller,"6' 0""",--,Orthodox,"Feb 14, 1987",3ff0d0dc7a14bb50
Aaron Miller,"5' 9""",--,,--,a4d055f1435d6d75
Mo Miller,"5' 8""","72""",Orthodox,"Aug 10, 1992",39019970ac8543e9
Juliana Miller,"5' 7""","66""",Orthodox,"May 07, 1996",aa0c573da7119292
Eddy Millis,"6' 1""",--,,--,f2c934689243fe4e
Che Mills,"6' 1""","76""",Orthodox,"Sep 29, 1982",6cadfd8f1d9e7685
Adam Milstead,"6' 3""","76""",Orthodox,"Jul 03, 1987",72ffecf712673af1
Alberto Mina,"6' 0""","77""",Orthodox,"May 02, 1982",4b1d46a1b5c0fd11
Vitaly Minakov,"6' 2""",--,,"Feb 06, 1985",56c975c4a2b357a5
Darrick Minner,"5' 7""","69""",Orthodox,"Apr 28, 1990",34e516ab361afb1c
Mike Minniger,--,--,,--,c8aa3541bec4042e
Ikuhisa Minowa,"5' 9""",--,Orthodox,"Jan 12, 1976",ce6065baef021cf3
Carlton Minus,"5' 10""","75""",Orthodox,"Apr 26, 1993",40d8b74488743800
Stipe Miocic,"6' 4""","80""",Orthodox,"Aug 19, 1982",d28dee5c705991df
Frank Mir,"6' 3""","79""",Southpaw,"May 24, 1979",1ff9589f9065a9ed
Juan Miranda,--,--,,--,be8ad887e4d674b0
Mario Miranda,"6' 3""","74""",Orthodox,"Jul 12, 1979",df2bf09c99594848
Vitor Miranda,"6' 1""","77""",Orthodox,"Mar 10, 1979",4bcb6eb12b4ad4aa
Gabriel Miranda,"5' 11""","71""",Orthodox,"Mar 25, 1990",b909a9a9688b5284
Damir Mirenic,"6' 0""",--,Orthodox,"Aug 02, 1974",992c82450d96f726
Kazuo Misaki,"5' 8""",--,Orthodox,"Apr 25, 1976",5e7a28f20927d64a
Toby Misech,"5' 8""",--,Southpaw,"Mar 07, 1988",3f87218a7aca84c4
Dokonjonosuke Mishima,"5' 7""",--,Southpaw,"Apr 19, 1972",b14a68c533f4a4aa
Felix Lee Mitchell,--,--,Orthodox,--,6cbb7661c3258617
David Mitchell,"6' 0""","75""",Orthodox,"Oct 24, 1979",8f3df4c579cfbb69
Danny Mitchell,"6' 2""",--,Orthodox,"Aug 08, 1986",c06d554ce1713fd3
Brad Mitchell,"5' 11""",--,,"Oct 10, 1974",7263e0dc082adc87
Clay Mitchell,"6' 2""",--,,--,3d960455f880bb25
Bryce Mitchell,"5' 10""","70""",Southpaw,"Oct 04, 1994",d9c6f19f958643e9
Maurice Mitchell,"5' 9""",--,Orthodox,"Jun 29, 1987",568bebed6366b667
Terrence Mitchell,"5' 10""","74""",Orthodox,"Dec 30, 1989",f3ca6908f78efebe
Roman Mitichyan,"5' 10""",--,Orthodox,"Sep 04, 1978",2961be02cfb0d2c1
Matt Mitrione,"6' 3""","82""",Switch,"Jul 15, 1978",ba280572acfba13f
Eiji Mitsuoka,"5' 7""",--,Southpaw,"Jan 01, 1976",2b4faacc16d66898
Hiromitsu Miura,"5' 9""","71""",Orthodox,"Sep 22, 1981",509697e08673d2e5
Jonathan  Mix,"6' 0""",--,,"Nov 09, 1980",f64e4ecd214c6378
Tomoya Miyashita,"5' 7""",--,Southpaw,--,c9885b1b7c7055a0
Kazuyuki Miyata,"5' 8""",--,Orthodox,--,af70d268e5352186
Motoki Miyazawa,"5' 11""",--,Southpaw,--,9649d75defe0dedb
Takeya Mizugaki,"5' 7""","69""",Orthodox,"Dec 16, 1983",48e093ea1f43a053
Mizuki,"5' 3""","65""",Orthodox,"Aug 19, 1994",43a59ce3bb40449e
Tatsuya Mizuno,"6' 1""",--,Southpaw,"Jun 02, 1981",478c8706bdb92440
Roxanne Modafferi,"5' 7""","69""",Orthodox,"Sep 24, 1982",4498b382c65a7faa
Bobby Moffett,"5' 10""","73""",Orthodox,"Jun 01, 1990",d76ad9a08c4408ff
Bronson Mohika,--,--,,--,65239fccecd03404
Nate Mohr,"5' 9""","72""",Orthodox,"Mar 03, 1983",04c15b52c3cc1cab
Renato Moicano,"5' 11""","72""",Orthodox,"May 21, 1989",b6452706b373eea1
Thiago Moises,"5' 9""","70""",Orthodox,"Mar 23, 1995",d945aae53e3e54e6
Muhammad Mokaev,"5' 7""","70""",Orthodox,"Jul 30, 2000",75353550928a7921
Ashkan Mokhtarian,"5' 6""","67""",Southpaw,"Sep 15, 1985",e9bc5748e6a76bb6
Suman Mokhtarian,"5' 8""","72""",Orthodox,"Jun 13, 1992",192520689012c7e4
Dan Molina,"5' 10""",--,,"Jun 14, 1984",606136dee6f6ecea
Jeff Molina,"5' 6""","69""",Orthodox,"Jul 17, 1997",008ea710276c9606
Rudyard Moncayo,"5' 10""",--,Orthodox,--,02d276b7d62b3472
Hidetaka Monma,"6' 0""",--,Orthodox,"Oct 23, 1973",a8e133139286df84
Jeff Monson,"5' 9""","74""",Orthodox,"Jan 18, 1971",cbfd1d34356a004c
Darrell Montague,"5' 6""","67""",Southpaw,"Nov 03, 1987",bffeb123b21c9aad
Andrew Montanez,--,--,,--,72c9c2eadfc3277e
Augusto Montano,"6' 1""","73""",Orthodox,"Oct 25, 1984",94508d80e1f885fc
Erick Montano,"6' 0""","73""",Orthodox,"Nov 19, 1985",8163cd7de0342652
Nicco Montano,"5' 5""","65""",Southpaw,"Dec 16, 1988",1de9ad94de18eeaf
Alberto Montes,"5' 7""",--,,"May 31, 1994",a112097ad877a48f
Steve Montgomery,"6' 4""",--,Southpaw,"Dec 19, 1990",6e92eb1242b46636
James Moontasri,"5' 10""","71""",Switch,"Apr 10, 1988",c06a9b48d4132c8e
Homer Moore,"5' 10""",--,Orthodox,"Nov 27, 1971",e56df3c1d8b4b1cc
Todd Moore,"5' 9""","71""",Southpaw,"Dec 30, 1983",e31502e3f79d00c5
Nate Moore,"6' 0""",--,,--,518e5202a91980d4
Dustin Moore,"5' 4""",--,,--,831de97afe326478
Taylor Moore,"5' 10""","70""",Southpaw,"Oct 16, 1993",26927dab41dbd5fc
Sergio Moraes,"6' 0""","72""",Orthodox,"Jul 23, 1982",1bcaac2d99b90fce
Marlon Moraes,"5' 6""","67""",Orthodox,"Apr 26, 1988",fea79f9bc8c68769
Sheymon Moraes,"5' 8""","72""",Orthodox,"Oct 11, 1990",0d62719b1dcf7c40
John Moraga,"5' 6""","66""",Orthodox,"Mar 20, 1984",92437c6775b3f7d1
Ricardo Morais,"6' 8""",--,Orthodox,"Feb 26, 1967",2dc7f1762dc0a7ef
Leonardo Morales,"5' 8""",--,Southpaw,"Dec 22, 1992",45230be0641f3f53
Albert Morales,"5' 9""","72""",Orthodox,"May 25, 1991",544d7460b3e44393
Joseph Morales,"5' 6""","69""",Switch,"Aug 22, 1994",2fe9032955c2e013
Vince Morales,"5' 9""","70""",Orthodox,"Nov 12, 1990",37098a6e6c27fb66
Omar Morales,"5' 11""","73""",Orthodox,"Oct 17, 1985",a0e6753c42698f13
Michael Morales,"6' 0""","79""",Orthodox,"Jun 24, 1999",c32aeb1a59e6272d
Sarah Moras,"5' 7""","67""",Orthodox,"Apr 30, 1988",539ed332b3078821
Christian Morecraft,"6' 6""","81""",Orthodox,"Sep 08, 1986",80779d7441af1b52
Joe Moreira,"5' 11""",--,Southpaw,--,df85d6ec3493d120
Richardson Moreira,"6' 2""",--,Orthodox,"Mar 31, 1984",9147679e1a4ad4a3
Gisele Moreira,"5' 6""",--,Orthodox,"Jan 14, 1981",6a125ba3ec37e27e
Vinicius Moreira,"6' 4""","76""",Orthodox,"Feb 28, 1989",acb36c908d415c4a
Jesse Moreng,"5' 7""",--,Orthodox,"Nov 09, 1979",2e2cdb6e9eb84bb9
Brandon Moreno,"5' 7""","70""",Orthodox,"Dec 07, 1993",792be9a24df82ed6
Mike Moreno,"6' 0""",--,,--,bb2eee4fb3259c01
Dan Moret,"6' 0""","73""",Southpaw,"Nov 21, 1986",66e98b3bb5fc5250
Sammy Morgan,"5' 10""",--,Orthodox,"Sep 28, 1981",2067a177a2842fbf
Peggy Morgan,"6' 1""",--,,"Dec 16, 1979",92b36014314b028b
Alexander Morgan,"5' 10""","71""",Orthodox,"May 14, 1991",938ea36fe9c269f0
Alex Morono,"5' 11""","72""",Orthodox,"Aug 16, 1990",cdb96af67d096b1e
Maryna Moroz,"5' 7""","67""",Orthodox,"Sep 08, 1991",b4192a975027aab6
Sergey Morozov,"5' 6""","67""",Orthodox,"Jun 14, 1989",2f6a993c7f547c13
Brad Morris,"6' 2""",--,Orthodox,"Nov 01, 1979",6803d4d6908354ac
Scott Morris,"5' 10""",--,Orthodox,--,be9d259be012e8a4
Anthony Morrison,"5' 7""",--,Orthodox,"Mar 29, 1984",dab0e6cb8c932162
Jack Morrison,"5' 11""",--,,--,38fccd44d669bb2f
Harry Moskowitz,"6' 5""",--,Orthodox,--,4dc496aa0cfc0d95
Carlos Mota,"5' 4""","69""",Orthodox,"Apr 15, 1995",b15862fcd6ded451
Juan Mott,"6' 0""",--,Switch,--,5da4e8dc02e50ac0
Nikolas Motta,"5' 9""","70""",Orthodox,"Feb 08, 1993",37f560436d745c18
Flavio Luiz Moura,"5' 11""",--,Open Stance,--,ab35634d1a8c7a11
Eduarda Moura,"5' 6""","67""",Orthodox,"Feb 28, 1994",de594b35c45c2e9a
Gegard Mousasi,"6' 2""","76""",Orthodox,"Aug 01, 1985",232c582f29f8f65e
Kris Moutinho,"5' 7""","68""",Southpaw,"Aug 09, 1992",9c27f3217891f3f0
Kin Moy,"5' 5""",--,,--,ae922e7d9e852d7a
Jamie Moyle,"5' 1""","65""",Orthodox,"Mar 17, 1989",882d62561063a927
Askar Mozharov,"6' 3""","74""",Orthodox,"Oct 26, 1994",e92901944ce91909
Garrett Mueller,"5' 9""",--,,"Jan 29, 1989",d0c325dfefdde31f
Lauren Mueller,"5' 5""","67""",Orthodox,"Nov 15, 1991",f923e012414c883e
Belal Muhammad,"5' 11""","72""",Orthodox,"Jul 09, 1988",b1b0729d27936f2f
Fazlo Mulabitinovic,--,--,,--,2252b2c892397f0d
Quinn Mulhern,"6' 3""",--,Orthodox,"Sep 20, 1984",16af2d5a6f28bee2
James Mulheron,"5' 10""","73""",Orthodox,"Feb 20, 1988",8d5350fa18b79e9a
Jamie Mullarkey,"6' 0""","74""",Orthodox,"Aug 17, 1994",af9f42e6894047fc
Jim Mullen,"6' 1""",--,Southpaw,--,1a49e0670dfaca31
Pedro Munhoz,"5' 6""","65""",Orthodox,"Sep 07, 1986",6bd02119599741a4
Andre Muniz,"6' 1""","78""",Southpaw,"Feb 17, 1990",886264a0c9f4ea5e
Mark Munoz,"6' 0""","71""",Orthodox,"Feb 09, 1978",179f1948dc234f1f
Alexander Munoz,"5' 9""","72""",Switch,"Feb 27, 1990",f8f1ec513bcfef43
Johnny Munoz,"5' 9""","71""",Orthodox,"Feb 16, 1993",f6bcbd91b114ff58
Andy Murad,"5' 9""",--,,--,fd0b4e3eb18eafb7
Olivier Murad,"5' 10""","72""",Southpaw,"Dec 21, 1993",c3dd69333eb8085a
Makhmud Muradov,"6' 2""","75""",Orthodox,"Feb 08, 1990",ea7e5bc78d9de658
Kazunari Murakami,"6' 1""",--,Orthodox,"Nov 29, 1973",cfbccfed4e4796fe
Ryuichi Murata,"5' 8""",--,Orthodox,--,e3a6c6d6d0ac0815
Kanako Murata,"5' 1""","62""",Orthodox,"Aug 10, 1993",e0b0cf71e0d69dd0
Ailiya Muratbek,--,--,,--,9b6dcc335ad03696
Vince Murdock,"5' 6""","64""",Orthodox,"Mar 21, 1991",4b90384d7c3519b8
Samandar Murodov,"6' 1""","75""",Orthodox,"Aug 28, 1999",6f4d199c0adc06f5
Tom Murphy,"6' 2""",--,Southpaw,"Nov 19, 1974",62918a2118de08b2
Ian Murphy,"6' 1""",--,Orthodox,"Jun 14, 1985",de25520d54eab12d
Jon Murphy,"6' 3""",--,Orthodox,"Aug 09, 1977",1b5c146ee7b86e34
Lauren Murphy,"5' 5""","67""",Orthodox,"Jul 27, 1983",729d4bd5a6cd0a97
Patrick Murphy,"6' 0""",--,,--,eca7e064746c161a
Lerone Murphy,"5' 9""","73""",Orthodox,"Jul 22, 1991",396fe87b84ac2e1c
Lee Murray,"6' 3""",--,Orthodox,"Sep 12, 1977",32016899d0a222a3
Jesse Murray,"6' 3""","78""",Orthodox,"Jan 26, 1993",d0147e906106cd2e
Khalid Murtazaliev,"6' 0""","76""",Orthodox,"Jul 15, 1993",231cae8b77fbbcc1
Azamat Murzakanov,"5' 10""","71""",Southpaw,"Apr 12, 1989",e90a2f22417af68e
Nicholas Musoke,"6' 0""","75""",Orthodox,"Apr 05, 1986",8b5f9ea38184ded3
Andre Mussi,"6' 3""",--,Orthodox,--,d0d43cb9b14f231c
Magomed Mustafaev,"5' 8""","71""",Orthodox,"Aug 02, 1988",31d7446b184e3305
Max Mustaki,"6' 0""",--,Orthodox,"Nov 07, 1987",f4c40f8a64d3151d
Elvis Mutapcic,"6' 0""","72""",Orthodox,"Jul 19, 1986",28c55b4087a6f136
Fiona Muxlow,"5' 4""",--,,"May 13, 1977",062e57ca1a3c95a8
Ho Bae Myeon,"5' 11""",--,Orthodox,--,2719f300b0439039
Katsuhiko Nagata,"5' 7""",--,Southpaw,"Oct 31, 1973",d5ae8074631762fc
Yuji Nagata,"6' 0""",--,Orthodox,"Apr 24, 1968",e49c2db95e572dc8
Greg Nagy,"6' 1""",--,Orthodox,"Oct 18, 1983",342422bb6ced1e8d
Logan Nail,--,--,,"Jun 20, 1989",47e0b5833e6bc91a
Muhammad Naimov,"5' 9""","70""",Orthodox,"Aug 07, 1994",8d11d9c13e2ccdf7
Yukiya Naito,"6' 1""",--,Orthodox,--,7be328bb3c2ea22e
Andrews Nakahara,"6' 1""",--,Orthodox,"Mar 12, 1983",7a9ca95a92d7b64c
Rin Nakai,"5' 1""",--,Orthodox,"Oct 22, 1986",f9ae6914f604aa9f
Kazuhiro Nakamura,"5' 11""","70""",Orthodox,"Jul 16, 1979",b034747dc1d15491
Keita Nakamura,"5' 11""","73""",Southpaw,"May 22, 1984",65ddc8a9ac4e8531
Daisuke Nakamura,"5' 7""",--,Orthodox,"Jun 10, 1980",a196332ee4aa8a82
Yusaku Nakamura,"5' 5""",--,,"Jun 21, 1986",03e8df49c4a059ba
Rinya Nakamura,"5' 7""","68""",Southpaw,"Mar 23, 1995",d8c811df0386d5e8
Jutaro Nakao,"5' 9""",--,Southpaw,"Nov 30, 1970",95eb112a85601a0a
Yoshihiro Nakao,"6' 0""",--,Southpaw,"Jun 25, 1972",e18012194473e8b0
Yui Chul Nam,"5' 9""",--,Orthodox,"Jul 16, 1981",a00ec21cfbba17b6
Tyson Nam,"5' 7""","68""",Orthodox,"Oct 06, 1983",6e00cfffd54653c4
Rose Namajunas,"5' 5""","65""",Orthodox,"Jun 29, 1992",47b63240018d5d86
Yasuhito Namekawa,"5' 9""",--,Orthodox,"Oct 27, 1974",6083f497c22cc075
Nad Narimani,"5' 8""","70""",Orthodox,"Apr 14, 1987",776a58a67665a171
Roger Narvaez,"6' 3""",--,Southpaw,"Sep 09, 1983",3a12a2f096a6d975
Fabio Nascimento,"5' 10""",--,Orthodox,--,307064d3e0f036c2
Allan Nascimento,"5' 8""","69""",Orthodox,"Sep 11, 1991",253076a23d03dcd0
Rodrigo Nascimento,"6' 2""","80""",Orthodox,"Nov 26, 1992",d31a5546c0e9b213
Bobby Nash,"6' 0""","74""",Orthodox,"Mar 26, 1990",7dfb56f24fe5ddea
Reza Nasri,"5' 11""",--,Orthodox,--,d41937647eae9a34
Nasrudin Nasrudinov,"6' 0""","71""",Orthodox,"Oct 06, 1991",769fa803bf9d2e3b
Pawel Nastula,"6' 0""",--,Southpaw,"Jun 26, 1970",154a6b3ffae264cd
Rafael Natal,"6' 0""","77""",Orthodox,"Dec 25, 1982",0dba4df5f34d5ff0
Kevin Natividad,"5' 6""","70""",Orthodox,"Apr 02, 1993",0c258d1d8e16e5f1
Ismail Naurdiev,"5' 10""","74""",Orthodox,"Aug 18, 1996",6a96ad1bc34fb113
Danny Navarro,"5' 10""",--,,"May 27, 1983",618f72750ec50b05
Marcio Navarro,"6' 0""",--,,"Sep 17, 1978",52f7d300738961ac
Tafon Nchukwi,"6' 0""","77""",Orthodox,"Oct 14, 1994",6aae253467e8f9ce
Dustin Neace,"5' 9""",--,,"Sep 12, 1986",e503aa5c252a1b4d
Josh Neal,"6' 0""",--,,--,0b534765dca35e71
Joe Neal,"5' 6""",--,,"Jul 29, 1986",5751267660c734cb
Geoff Neal,"5' 11""","75""",Southpaw,"Aug 28, 1990",b997be68943010fc
Stanislav Nedkov,"5' 11""","71""",Orthodox,"Dec 09, 1981",1d4bbaabd8b60173
Josh Neer,"5' 11""","72""",Orthodox,"Mar 24, 1983",d1a1314976c50bef
Nicolae Negumereanu,"6' 0""","78""",Orthodox,"Sep 04, 1994",8c57c7b8c3bab0eb
Steve Nelmark,"6' 0""",--,Orthodox,--,13e62d766b709aa6
Shane Nelson,"5' 9""","70""",Southpaw,"Nov 29, 1984",2db7fa8db6bc9632
Roy Nelson,"6' 0""","73""",Orthodox,"Jun 20, 1976",3f7c14c7eca7195d
Gunnar Nelson,"5' 11""","72""",Switch,"Jul 28, 1988",fd55393021a8c255
Kyle Nelson,"5' 11""","71""",Switch,"Apr 20, 1991",31f8081c7600da93
Lissette Neri,"5' 2""",--,,"Aug 05, 1987",f4db63258ecf0613
Mario Neto,"6' 0""",--,Orthodox,--,1209b5134401ca53
Antonio Braga Neto,"6' 3""","77""",Orthodox,"Oct 29, 1987",fae67903c4fe636b
Eduardo Neves,"6' 2""","78""",Orthodox,"Mar 16, 2000",1d688fa375d9431c
Julio Cesar Neves Jr.,"5' 8""",--,,"Apr 25, 1994",195d0d3e14a2e256
Nick Newell,"5' 10""",--,Southpaw,"Mar 17, 1986",f562238becb9ec50
Journey Newson,"5' 5""","67""",Orthodox,"Mar 07, 1989",78f485f851891d68
Jeff Newton,"6' 2""",--,Sideways,"Dec 11, 1966",94609dd91731d428
Carlos Newton,"5' 9""",--,Orthodox,"Aug 17, 1976",952f6fa06f25a0ec
Emanuel Newton,"6' 1""",--,,"Jan 02, 1984",fbbbc68d368832fa
Francis Ngannou,"6' 4""","83""",Orthodox,"Sep 05, 1986",8d03ce87ca14e778
Ben Nguyen,"5' 5""","65""",Switch,"Aug 03, 1988",840d2c82ea68b9aa
Steven Nguyen,"5' 11""","73""",Switch,"May 19, 1993",69037fc7730e4225
Alex Nicholson,"6' 4""","77""",Orthodox,"May 02, 1990",2b6d855c6e280fb1
Bo Nickal,"6' 1""","76""",Southpaw,"Jan 14, 1996",35673bf5204524ee
Mike Nickels,"6' 4""",--,Orthodox,"Dec 13, 1971",330ec26453c44a59
Matheus Nicolau,"5' 6""","66""",Orthodox,"Jan 06, 1993",1a31ef98efce7a79
Jaimelene Nievera,"5' 5""",--,Orthodox,"Oct 28, 1984",3edf45e1717fa764
Khomkrit Niimi,"5' 2""",--,,--,52a003d768f10d91
Tom Niinimaki,"5' 9""","69""",Orthodox,"Jul 25, 1982",5fceb45939fc0c8a
Ramsey Nijem,"5' 11""","75""",Orthodox,"Apr 01, 1988",22aa91e402d0fe1f
Hans Nijman,"6' 0""",--,Switch,"Oct 23, 1959",4956f60b7fa57c1a
Fedor Nikolov,--,--,,--,346f789951e85f3f
Jack Nilson,--,--,,--,53e533db1b8e9712
Mats Nilsson,"6' 1""",--,Orthodox,"Dec 05, 1983",a9bcf8717dd12532
Guangyou Ning,"5' 4""","64""",Southpaw,"Dec 15, 1981",2c1170b825f58e57
Soichi Nishida,"5' 11""",--,Orthodox,--,6810d8d2dd557cf9
Yosuke Nishijima,"5' 9""",--,Orthodox,"May 15, 1973",5cde96e0a1a1fffe
Yamato Nishikawa,"5' 7""",--,Orthodox,"Dec 06, 2002",7beecbe0a08cf002
Akiyo Nishiura,"5' 8""",--,Southpaw,"Aug 08, 1983",6c9383ffab2725a5
Anthony Njokuani,"6' 1""","75""",Orthodox,"Mar 01, 1980",6bf5a7d3e081ade2
Chidi Njokuani,"6' 3""","80""",Orthodox,"Dec 31, 1988",c68c68efaa5ca6ef
Derrick Noble,"5' 9""",--,Southpaw,"Aug 14, 1978",21321cdfba797c52
Kyle Noblitt,"6' 2""",--,,"Dec 26, 1989",4acf03bdec2025d7
Pedro Nobre,"5' 5""",--,,"Feb 13, 1986",e983c62faf677ab2
Jacob Noe,--,--,,--,9bff1b4c37ebbede
Antonio Rodrigo Nogueira,"6' 3""","77""",Orthodox,"Jun 02, 1976",ee9d73f4fee9cbdd
Rogerio Nogueira,"6' 2""","75""",Southpaw,"Jun 02, 1976",73e09f837f3b5ecc
Alexandre Franca Nogueira,"5' 7""",--,Orthodox,"Jan 15, 1978",4c27ca8c8481f79a
Talita Nogueira,"5' 10""",--,,"Oct 13, 1985",a3d1d060f9af97fe
Kyle Noke,"6' 1""","76""",Southpaw,"Mar 18, 1980",7339d340aa2889cb
Tom Nolan,"6' 3""","73""",Southpaw,"Mar 08, 2000",6c3b2525436cf5d4
Nick Nolte,"6' 0""",--,,--,d665de9b4da87c22
KJ Noons,"5' 10""","70""",Orthodox,"Dec 07, 1982",b7ffa72aa148599a
Sage Northcutt,"6' 0""","71""",Orthodox,"Mar 01, 1996",ed9d8ee3a4239b1c
Jan Nortje,"6' 1""",--,Southpaw,"Apr 11, 1975",bd4389b71fdc0ce2
Scott Norton,"5' 10""",--,Orthodox,"Mar 15, 1973",f21a3d68fb9df387
Shohei Nose,"5' 6""","68""",Switch,"Oct 19, 1997",6b0e83b094f816ac
Jonatas Novaes,"5' 11""",--,,"Mar 02, 1981",9e8e5c529057fe60
Jason Novelli,"6' 0""",--,Orthodox,"Jun 08, 1979",459e4dc69ec669b2
Phillipe Nover,"5' 9""","72""",Orthodox,"Feb 03, 1984",64360e618823a8e4
Taiyilake Nueraji,"6' 2""","75""",Southpaw,"Jan 12, 2001",7498b3ac79a3b948
Shayilan Nuerdanbieke,"5' 8""","69""",Orthodox,"May 04, 1994",0a73acff6325c1e2
